,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
146,2022-02-22,156.6190582,141.0131041,166.6772017,156.6190582,156.6190582,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,154.2248054
147,2022-02-23,156.4136717,141.7598332,166.64039,156.4136717,156.4136717,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,154.1281116
148,2022-02-24,156.2082852,140.593525,166.252952,156.2082852,156.2082852,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,153.6836705
149,2022-02-25,156.0028987,140.9478149,163.9766102,156.0028987,156.0028987,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,152.9104379
150,2022-02-28,155.3867391,139.6643945,164.6442863,155.3867391,155.3867391,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,152.8455238
151,2022-03-01,155.1813525,141.5795303,164.8597744,155.1813525,155.1813525,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,152.7870997
152,2022-03-02,154.975966,140.6590641,165.0534709,154.975966,154.975966,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,152.6904059
153,2022-03-03,154.7705795,140.4787937,164.2668081,154.7705795,154.7705795,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,152.2459648
154,2022-03-04,154.5651929,140.4290896,163.6583873,154.5651929,154.5651929,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,151.4727322
155,2022-03-07,153.9490333,139.037138,163.8220884,153.9490333,153.9490333,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,151.407818
156,2022-03-08,153.7436468,139.0487858,163.676282,153.7436468,153.7436468,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,151.349394
157,2022-03-09,153.5382603,139.0746361,163.670332,153.5382603,153.5382603,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,151.2527002
158,2022-03-10,153.3328737,138.3401092,162.2837938,153.3328737,153.3328737,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,150.808259
159,2022-03-11,153.1274872,137.4598538,163.1506835,153.1274872,153.1274872,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,150.0350264
160,2022-03-14,152.5113275,137.6586629,162.7306642,152.5113275,152.5113275,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,149.9701122
161,2022-03-15,152.305941,137.5943082,162.5247177,152.305941,152.305941,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,149.9116882
162,2022-03-16,152.1005544,137.4715271,162.2404179,152.1005544,152.1005544,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,149.8149943
163,2022-03-17,151.8951679,136.6175027,160.7745693,151.8951679,151.8951679,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,149.3705532
164,2022-03-18,151.6897813,135.4622099,160.4579713,151.6897813,151.6897813,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,148.5973206
165,2022-03-21,151.0736217,136.1317906,160.9827989,151.0736217,151.0736217,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,148.5324064
166,2022-03-22,150.8682351,136.4654958,160.5134537,150.8682351,150.8682351,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,148.4739823
167,2022-03-23,150.6628486,135.9878537,160.3953806,150.6628486,150.6628486,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,148.3772885
168,2022-03-24,150.3621045,134.708185,160.0851767,150.3621045,150.3621045,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,147.8374899
169,2022-03-25,150.0613605,134.5487085,159.9092416,150.0613605,150.0613605,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,146.9688998
170,2022-03-28,149.1591284,134.8074277,158.7730515,149.1591284,149.1591284,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,146.6179131
171,2022-03-29,148.8583844,134.9880372,159.470269,148.8583844,148.8583844,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,146.4641316
172,2022-03-30,148.5576404,134.5036266,158.2472994,148.5576404,148.5576404,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,146.2720803
173,2022-03-31,148.2568963,132.9187111,158.2471877,148.2568963,148.2568963,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,145.7322817
174,2022-04-01,147.9561523,132.5492,157.284034,147.9561523,147.9561523,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,144.8636916
175,2022-04-04,147.0539202,131.6023441,157.385847,147.0539202,147.0539202,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,144.5127049
176,2022-04-05,146.6629918,132.1160841,156.551303,146.6629918,146.6629918,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,144.268739
177,2022-04-06,146.2720634,131.3469033,156.8457125,146.2720634,146.2720634,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,143.9865033
178,2022-04-07,145.8811349,130.3269189,154.9058138,145.8811349,145.8811349,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,143.3565203
179,2022-04-08,145.4902065,129.6885915,154.3833386,145.4902065,145.4902065,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,142.3977458
180,2022-04-11,144.3174213,128.6581251,153.7636762,144.3174213,144.3174213,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,141.776206
181,2022-04-12,143.9264928,129.1791538,154.0124121,143.9264928,143.9264928,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,141.53224
182,2022-04-13,143.5355644,129.2837562,154.1580284,143.5355644,143.5355644,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,141.2500043
183,2022-04-14,143.144636,127.9324478,153.0628532,143.144636,143.144636,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,140.6200213
184,2022-04-18,141.5809223,126.9013939,151.8088591,141.5809223,141.5809223,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,139.039707
185,2022-04-19,141.1899939,125.5488041,149.8127804,141.1899939,141.1899939,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,138.7957411
186,2022-04-20,140.7990655,125.8545886,150.4733841,140.7990655,140.7990655,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,138.5135054
187,2022-04-21,140.4081371,125.1686494,148.9436627,140.4081371,140.4081371,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,137.8835224
188,2022-04-22,140.0172086,124.3322485,148.8835081,140.0172086,140.0172086,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,136.9247479
189,2022-04-25,138.8444234,124.6970946,148.7630951,138.8444234,138.8444234,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,136.3032081
190,2022-04-26,138.453495,124.0100964,148.0768554,138.453495,138.453495,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,136.0592422
191,2022-04-27,138.0625665,123.6405905,148.2080874,138.0625665,138.0625665,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,135.7770064
192,2022-04-28,137.6716381,123.7963748,147.5220014,137.6716381,137.6716381,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,135.1470234
193,2022-04-29,137.2807097,121.9219442,146.2972175,137.2807097,137.2807097,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,134.1882489
194,2022-05-02,136.1079244,122.2951658,145.7299814,136.1079244,136.1079244,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,133.5667091
195,2022-05-03,135.716996,120.7781952,145.5766199,135.716996,135.716996,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,133.3227432
196,2022-05-04,135.3260676,120.9844455,144.7414438,135.3260676,135.3260676,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,133.0405075
197,2022-05-05,134.9351391,120.8266831,144.7080105,134.9351391,134.9351391,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,132.4105244
198,2022-05-06,134.5442107,118.8738616,143.4989902,134.5442107,134.5442107,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,131.45175
199,2022-05-09,133.3714254,119.2173447,143.6781764,133.3714254,133.3714254,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,130.8302101
200,2022-05-10,132.9886764,118.3226414,143.06808,132.9886764,132.9886764,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,130.5944236
201,2022-05-11,132.6059273,117.8008405,142.5298348,132.6059273,132.6059273,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,130.3203672
202,2022-05-12,132.2231783,117.3605294,141.8583789,132.2231783,132.2231783,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,129.6985636
203,2022-05-13,131.8404292,115.9043199,141.5381472,131.8404292,131.8404292,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,128.7479684
204,2022-05-16,130.692182,116.1423087,139.8571713,130.692182,130.692182,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,128.1509667
205,2022-05-17,130.309433,115.629903,140.3623746,130.309433,130.309433,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,127.9151802
206,2022-05-18,129.9266839,115.0732978,140.4705805,129.9266839,129.9266839,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,127.6411238
207,2022-05-19,129.5439349,114.6964717,140.1673645,129.5439349,129.5439349,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,127.0193202
208,2022-05-20,129.1611858,114.0511648,137.023974,129.1611858,129.1611858,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,126.0687251
209,2022-05-23,128.0129386,113.6708017,137.8030133,128.0129386,128.0129386,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,125.4717233
210,2022-05-24,127.6301896,113.1313721,137.4103381,127.6301896,127.6301896,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,125.2359368
211,2022-05-25,127.2474405,112.453309,137.4798445,127.2474405,127.2474405,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,124.9618804
212,2022-05-26,126.8646915,112.9867765,136.4021018,126.8646915,126.8646915,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,124.3400768
213,2022-05-27,126.4819424,110.3690562,135.6673713,126.4819424,126.4819424,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,123.3894817
214,2022-05-31,124.9509462,110.5141547,135.0394833,124.9509462,124.9509462,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,122.5566934
215,2022-06-01,124.5681971,110.4716458,134.3883214,124.5681971,124.5681971,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,122.282637
216,2022-06-02,124.1854481,109.6747413,133.6397961,124.1854481,124.1854481,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,121.6608334
217,2022-06-03,123.802699,108.4532958,133.084383,123.802699,123.802699,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,120.7102383
218,2022-06-06,122.6544518,106.9286252,133.2211481,122.6544518,122.6544518,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,120.1132365
219,2022-06-07,122.2717028,107.8195831,131.7569759,122.2717028,122.2717028,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,119.87745
220,2022-06-08,121.8889537,107.9285013,131.4620776,121.8889537,121.8889537,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,119.6033936
221,2022-06-09,121.5062047,106.6754913,131.5289852,121.5062047,121.5062047,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,118.98159
222,2022-06-10,121.1234556,105.3225868,130.5167271,121.1234556,121.1234556,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,118.0309949
223,2022-06-13,119.9752084,105.2610415,129.9667015,119.9752084,119.9752084,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,117.4339931
224,2022-06-14,119.5924594,104.3130736,130.3551523,119.5924594,119.5924594,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,117.1982066
225,2022-06-15,119.2097103,104.9840832,128.8296687,119.2097103,119.2097103,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,116.9241502
226,2022-06-16,118.8269613,103.9122586,128.8417185,118.8269613,118.8269613,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,116.3023466
227,2022-06-17,118.4442122,102.6971231,127.3739928,118.4442122,118.4442122,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,115.3517515
228,2022-06-21,116.913216,102.5317707,126.1678797,116.913216,116.913216,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,114.5189632
229,2022-06-22,116.5304669,103.0462589,126.9774508,116.5304669,116.5304669,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,114.2449068
230,2022-06-23,116.1477179,100.9102823,125.7123532,116.1477179,116.1477179,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,113.6231032
231,2022-06-24,115.7649688,99.97556359,125.3998159,115.7649688,115.7649688,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,112.6725081
232,2022-06-27,114.6167216,99.93118637,123.6219777,114.6167216,114.6167216,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,112.0755063
233,2022-06-28,114.2339726,100.8420526,124.6626868,114.2339726,114.2339726,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,111.8397198
234,2022-06-29,113.8512235,99.45631105,123.7836907,113.8512235,113.8512235,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,111.5656634
235,2022-06-30,113.4684745,98.46003618,123.9451982,113.4684745,113.4684745,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,110.9438598
236,2022-07-01,113.0857254,97.17050095,121.2405341,113.0857254,113.0857254,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,109.9932647
237,2022-07-05,111.5547292,96.9231534,122.0088282,111.5547292,111.5547292,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,109.1604764
238,2022-07-06,111.1719801,96.42163945,121.7313311,111.1719801,111.1719801,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,108.88642
239,2022-07-07,110.7892311,95.75373723,120.4811465,110.7892311,110.7892311,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,108.2646164
240,2022-07-08,110.406482,95.36383238,120.5262415,110.406482,110.406482,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,107.3140213
241,2022-07-11,109.2582349,93.74424709,119.0587791,109.2582349,109.2582349,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,106.7170196
242,2022-07-12,108.8754858,94.78767126,119.3085713,108.8754858,108.8754858,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,106.481233
243,2022-07-13,108.4927367,94.3404671,118.8884711,108.4927367,108.4927367,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,106.2071766
244,2022-07-14,108.1099877,94.54858713,118.018281,108.1099877,108.1099877,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,105.585373
245,2022-07-15,107.7272386,92.28017209,117.007794,107.7272386,107.7272386,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,104.6347779
246,2022-07-18,106.5789915,92.62175752,116.4171685,106.5789915,106.5789915,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,104.0377762
247,2022-07-19,106.1962424,91.82697858,115.7297684,106.1962424,106.1962424,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,103.8019896
248,2022-07-20,105.8134933,90.71389578,115.7644559,105.8134933,105.8134933,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,103.5279332
249,2022-07-21,105.4307443,91.00439335,115.1942847,105.4307443,105.4307443,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,102.9061296
250,2022-07-22,105.0479952,89.26220682,114.318573,105.0479952,105.0479952,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,101.9555345
251,2022-07-23,104.6652462,99.1371539,122.8280294,104.6652462,104.6652462,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,0,0,0,111.0842995
252,2022-07-24,104.2824971,99.18773013,123.5701291,104.2824971,104.2824971,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,0,0,0,110.7015474
253,2022-07-25,103.8997481,88.72403179,113.3062151,103.8997481,103.9025041,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,101.3585328
254,2022-07-26,103.516999,89.10100936,113.0381992,103.5152544,103.526794,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,101.1227462
255,2022-07-27,103.1342499,88.44782891,113.249921,103.1266423,103.1511338,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,100.8486899
256,2022-07-28,102.7515009,88.13819267,112.2206088,102.7357187,102.7807947,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,100.2268862
257,2022-07-29,102.3687518,86.63989967,111.131244,102.342958,102.4129335,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,99.27629108
258,2022-07-30,101.9860028,95.79355051,120.7937004,101.9462228,102.0495913,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,0,0,0,108.4050561
259,2022-07-31,101.6032537,95.07262028,120.4558397,101.5461617,101.6827806,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,0,0,0,108.022304
260,2022-08-01,101.2205047,86.62213808,111.9181151,101.141983,101.3146763,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,98.67928936
261,2022-08-02,100.8377556,85.8673402,109.6192905,100.7395853,100.9517264,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,98.44350281
262,2022-08-03,100.4550065,85.93770791,110.3643273,100.3437467,100.588452,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,98.16944646
263,2022-08-04,100.0722575,85.03587937,109.7724515,99.94432823,100.2244459,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,97.54764281
264,2022-08-05,99.68950843,84.62348678,108.0703842,99.53923415,99.87089658,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,96.59704768
265,2022-08-06,99.30675938,93.14424087,118.457582,99.1272582,99.50468467,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,0,0,0,105.7258127
266,2022-08-07,98.92401032,94.123937,118.0869007,98.71802583,99.1440079,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,0,0,0,105.3430606
267,2022-08-08,98.54126126,84.77302614,107.8014709,98.31195744,98.7821477,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,96.00004596
268,2022-08-09,98.15851221,83.83898994,107.9467231,97.9078072,98.42201825,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,95.76425941
269,2022-08-10,97.77576315,83.84933613,107.8707939,97.50012287,98.06548301,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,95.49020306
270,2022-08-11,97.39301409,82.50336272,106.860005,97.09139128,97.69801188,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,94.86839941
271,2022-08-12,97.01026504,82.128191,106.0357597,96.66705682,97.35818152,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,93.91780429
272,2022-08-13,96.62751598,90.91316737,114.7838834,96.23960943,96.9980901,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,0,0,0,103.0465693
273,2022-08-14,96.24476692,91.31716394,114.7153757,95.83088291,96.646733,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,0,0,0,102.6638172
274,2022-08-15,95.86201787,81.31411444,105.1824353,95.40797105,96.29200522,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,-2.541215299,0,0,0,93.32080257
275,2022-08-16,95.47926881,81.34322004,104.9156658,94.99399746,95.95412912,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,-2.394252798,0,0,0,93.08501601
276,2022-08-17,95.09651975,80.51257804,105.9377758,94.57564827,95.60600407,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,-2.285560092,0,0,0,92.81095966
277,2022-08-18,94.7137707,80.63282799,105.1560296,94.15986279,95.25960006,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,-2.524614684,0,0,0,92.18915601
278,2022-08-19,94.33102164,78.99975863,102.9182502,93.74123037,94.90870213,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,-3.09246075,0,0,0,91.23856089
279,2022-08-20,93.94827258,88.01764256,112.7472158,93.33029731,94.562215,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,6.41905331,0,0,0,100.3673259
280,2022-08-21,93.56552353,86.64864388,112.324424,92.921472,94.2165574,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,6.419050314,0,0,0,99.98457384
